branch,review,restaurant,Review_Date,source_file,review_text,predicted_issue_category,confidence,issue_cluster,chain,emotion,emotion_conf,urgency_score,escalate
SPOT ON 69181 Devi Annapoorna,very very worst hotel i have ever seen in my life . please don't prefer this hotel for night stay. the manager does not have common sense . they does not know how to treat the customers .,Sree Annapoorna,2025-12-22,Analysis\data\raw_reviews_new\Google\sree_annapoorna_Google_reviews_tamilnadu_with_dates.csv,very very worst hotel i have ever seen in my life . please don't prefer this hotel for night stay. the manager does not have common sense . they does not know how to treat the customers .,Food Quantity & Value for Money,0.65,43,Sree Annapoorna,neutral,heuristic,0,False
SPOT ON 69181 Devi Annapoorna,"oneday we came afternoon time, veg biryani was not satisfied to me, parotta had been hard to eat..",Sree Annapoorna,2026-03-20,Analysis\data\raw_reviews_new\Google\sree_annapoorna_Google_reviews_tamilnadu_with_dates.csv,"oneday we came afternoon time, veg biryani was not satisfied to me, parotta had been hard to eat..",Service Quality,0.2566666666666667,36,Sree Annapoorna,neutral,heuristic,0,False
SPOT ON 69181 Devi Annapoorna,"very old hotel pros: very near to bus stand cons: cleanliness, poor service, old dated rooms, tasteless food and careless service, tricky parking area",Sree Annapoorna,2026-05-19,Analysis\data\raw_reviews_new\Google\sree_annapoorna_Google_reviews_tamilnadu_with_dates.csv,"very old hotel pros: very near to bus stand cons: cleanliness, poor service, old dated rooms, tasteless food and careless service, tricky parking area",Parking & Accessibility,0.58,-1,Sree Annapoorna,neutral,heuristic,0,False
SPOT ON 69181 Devi Annapoorna,nice rooms. a/c is moderate. food is not upto the satisfaction. can use this hotel for logding. its better,Sree Annapoorna,2026-01-02,Analysis\data\raw_reviews_new\Google\sree_annapoorna_Google_reviews_tamilnadu_with_dates.csv,nice rooms. a/c is moderate. food is not upto the satisfaction. can use this hotel for logding. its better,Food Quantity & Value for Money,0.63,42,Sree Annapoorna,neutral,heuristic,0,False
SPOT ON 69181 Devi Annapoorna,long back it was a nice place for stay and dining. but now i don't find such nice place as many other good hotel for stay and dining.,Sree Annapoorna,2026-03-27,Analysis\data\raw_reviews_new\Google\sree_annapoorna_Google_reviews_tamilnadu_with_dates.csv,long back it was a nice place for stay and dining. but now i don't find such nice place as many other good hotel for stay and dining.,Poor Experience & Food Hygiene Complaints,0.1666666666666667,42,Sree Annapoorna,neutral,heuristic,0,False
SPOT ON 69181 Devi Annapoorna,"it is a good place in namakkal, but the hotel has to improve on service part.",Sree Annapoorna,2025-12-20,Analysis\data\raw_reviews_new\Google\sree_annapoorna_Google_reviews_tamilnadu_with_dates.csv,"it is a good place in namakkal, but the hotel has to improve on service part.",Food Quantity & Value for Money,0.5733333333333334,-1,Sree Annapoorna,neutral,heuristic,0,False
SPOT ON 69181 Devi Annapoorna,centrally located hotel with spacious rooms. unfortunately there is no lift. vegetarian restaurant and bar are there in the ground floo,Sree Annapoorna,2025-12-26,Analysis\data\raw_reviews_new\Google\sree_annapoorna_Google_reviews_tamilnadu_with_dates.csv,centrally located hotel with spacious rooms. unfortunately there is no lift. vegetarian restaurant and bar are there in the ground floo,Food Quantity & Value for Money,0.65,5,Sree Annapoorna,neutral,heuristic,0,False
SPOT ON 69181 Devi Annapoorna,hotel is average but price is quite higher. cleanliness is ok. restaurant available. a/c rooms are hardly available.,Sree Annapoorna,2026-06-02,Analysis\data\raw_reviews_new\Google\sree_annapoorna_Google_reviews_tamilnadu_with_dates.csv,hotel is average but price is quite higher. cleanliness is ok. restaurant available. a/c rooms are hardly available.,Food Variety & Fast Service,0.2366666666666667,42,Sree Annapoorna,disappointment,heuristic,1,False
SPOT ON 69181 Devi Annapoorna,"one of the good hotels in namakkal. don't have more varieties, but medium budget hotel for middle class family.",Sree Annapoorna,2026-01-03,Analysis\data\raw_reviews_new\Google\sree_annapoorna_Google_reviews_tamilnadu_with_dates.csv,"one of the good hotels in namakkal. don't have more varieties, but medium budget hotel for middle class family.",Food Quantity & Value for Money,0.62,-1,Sree Annapoorna,neutral,heuristic,0,False
SPOT ON 69181 Devi Annapoorna,"worst hotel, they don't provide even blanket n towel, no hygiene maintained. but price is too much",Sree Annapoorna,2026-03-13,Analysis\data\raw_reviews_new\Google\sree_annapoorna_Google_reviews_tamilnadu_with_dates.csv,"worst hotel, they don't provide even blanket n towel, no hygiene maintained. but price is too much",Food Variety & Fast Service,0.3,43,Sree Annapoorna,neutral,heuristic,4,False
Sree Annapoorna - Thudiyalur,as all always annapoorna didn't disappoint... the food was top-notch and with atmost quality. the ambience was exceptional and was full house even on sunday morning🌄. this tell us something about it which was enough to share with you! …,Sree Annapoorna,2025-12-30,Analysis\data\raw_reviews_new\Google\sree_annapoorna_Google_reviews_tamilnadu_with_dates.csv,as all always annapoorna didn't disappoint... the food was top-notch and with atmost quality. the ambience was exceptional and was full house even on sunday morning🌄. this tell us something about it which was enough to share with you! …,Food Quantity & Value for Money,0.38,30,Sree Annapoorna,neutral,heuristic,0,False
Sree Annapoorna - Thudiyalur,"sree annapoorna – thudiyalur, coimbatore it is truly heartening to see an iconic and trusted name like sree annapoorna …",Sree Annapoorna,2026-03-03,Analysis\data\raw_reviews_new\Google\sree_annapoorna_Google_reviews_tamilnadu_with_dates.csv,"sree annapoorna – thudiyalur, coimbatore it is truly heartening to see an iconic and trusted name like sree annapoorna …",Food Variety & Fast Service,0.2333333333333333,31,Sree Annapoorna,neutral,heuristic,0,False
Sree Annapoorna - Thudiyalur,"please dont go to annapoorna totally worst place in coimbatore, food pathetic …",Sree Annapoorna,2026-04-28,Analysis\data\raw_reviews_new\Google\sree_annapoorna_Google_reviews_tamilnadu_with_dates.csv,"please dont go to annapoorna totally worst place in coimbatore, food pathetic …",Poor Experience & Food Hygiene Complaints,0.3033333333333333,31,Sree Annapoorna,neutral,heuristic,0,False
Sree Annapoorna - Thudiyalur,we asked for breakfast menu and in that we choose dosa. waiter asked crispy or normal we answered normal and then she replied all our dosa are crispy. we ordered and we had all varieties of dosa in super crispy mode and served cold …,Sree Annapoorna,2026-01-15,Analysis\data\raw_reviews_new\Google\sree_annapoorna_Google_reviews_tamilnadu_with_dates.csv,we asked for breakfast menu and in that we choose dosa. waiter asked crispy or normal we answered normal and then she replied all our dosa are crispy. we ordered and we had all varieties of dosa in super crispy mode and served cold …,Food Variety & Fast Service,0.2866666666666667,38,Sree Annapoorna,neutral,heuristic,0,False
Sree Annapoorna - Thudiyalur,the ambiance was good and good customer service by sangeetha . the food was delicious.,Sree Annapoorna,2026-01-20,Analysis\data\raw_reviews_new\Google\sree_annapoorna_Google_reviews_tamilnadu_with_dates.csv,the ambiance was good and good customer service by sangeetha . the food was delicious.,Food Quantity & Value for Money,0.4733333333333333,28,Sree Annapoorna,delight,heuristic,0,False
Sree Annapoorna - Thudiyalur,favourite restaurant for my wife. we had take away today. we have ordered two meals- which was good and sufficient for 3 members …,Sree Annapoorna,2026-05-03,Analysis\data\raw_reviews_new\Google\sree_annapoorna_Google_reviews_tamilnadu_with_dates.csv,favourite restaurant for my wife. we had take away today. we have ordered two meals- which was good and sufficient for 3 members …,Service Quality,0.38,-1,Sree Annapoorna,neutral,heuristic,0,False
Sree Annapoorna - Thudiyalur,"we ordered full meals, we get it the normal' timing, but after that the filling is over like kootu , poriyal, payasam, we asked the captain she said ok with smiling face but they not bringing the perfect time, we try too contact so many …",Sree Annapoorna,2026-03-20,Analysis\data\raw_reviews_new\Google\sree_annapoorna_Google_reviews_tamilnadu_with_dates.csv,"we ordered full meals, we get it the normal' timing, but after that the filling is over like kootu , poriyal, payasam, we asked the captain she said ok with smiling face but they not bringing the perfect time, we try too contact so many …",Food Quantity & Value for Money,0.69,50,Sree Annapoorna,neutral,heuristic,0,False
Sree Annapoorna - Thudiyalur,"overall rating: 2/5 very disappointing experience due to poor service. we (6 adults and 3 children) visited with high expectations, but things went …",Sree Annapoorna,2026-01-26,Analysis\data\raw_reviews_new\Google\sree_annapoorna_Google_reviews_tamilnadu_with_dates.csv,"overall rating: 2/5 very disappointing experience due to poor service. we (6 adults and 3 children) visited with high expectations, but things went …",Poor Experience & Food Hygiene Complaints,0.5233333333333333,-1,Sree Annapoorna,neutral,heuristic,0,False
Sree Annapoorna - Thudiyalur,annapoorna obviously a great choice all times. rich both in all dimensions of a food including the cost. of course worth for the money.,Sree Annapoorna,2026-03-22,Analysis\data\raw_reviews_new\Google\sree_annapoorna_Google_reviews_tamilnadu_with_dates.csv,annapoorna obviously a great choice all times. rich both in all dimensions of a food including the cost. of course worth for the money.,Food Quantity & Value for Money,0.7433333333333333,30,Sree Annapoorna,neutral,heuristic,0,False
Sree Annapoorna - Thudiyalur,first visit to india from the uk. made a stop here on our road trip. food wad great and only 280 rupies for a plate full...,Sree Annapoorna,2026-01-06,Analysis\data\raw_reviews_new\Google\sree_annapoorna_Google_reviews_tamilnadu_with_dates.csv,first visit to india from the uk. made a stop here on our road trip. food wad great and only 280 rupies for a plate full...,Food Quantity & Value for Money,0.6066666666666667,34,Sree Annapoorna,neutral,heuristic,0,False
Sree Annapoorna - Thudiyalur,"hall facility: hall behind hotel is nearly 300 people capacity. hall looking good with full ac. but dining is worst, 45 seats capacity only available. for such small gathering …",Sree Annapoorna,2026-01-19,Analysis\data\raw_reviews_new\Google\sree_annapoorna_Google_reviews_tamilnadu_with_dates.csv,"hall facility: hall behind hotel is nearly 300 people capacity. hall looking good with full ac. but dining is worst, 45 seats capacity only available. for such small gathering …",Food Variety & Fast Service,0.24,42,Sree Annapoorna,neutral,heuristic,0,False
Sree Annapoorna - Thudiyalur,service minus pathetic...for an order of two rajbhoga thali and one south indian meals they made us feel horrible when asked for second serving of small bowl of biriyani from the lady who took order and the servers were so reluctant ...one …,Sree Annapoorna,2026-03-18,Analysis\data\raw_reviews_new\Google\sree_annapoorna_Google_reviews_tamilnadu_with_dates.csv,service minus pathetic...for an order of two rajbhoga thali and one south indian meals they made us feel horrible when asked for second serving of small bowl of biriyani from the lady who took order and the servers were so reluctant ...one …,Food Quantity & Value for Money,0.4366666666666666,-1,Sree Annapoorna,neutral,heuristic,0,False
Sree Annapoorna - Thudiyalur,"an notable upscale restaurant in coimbatore having many branches and serving lovely food. while the ambiance and service is top notch, the rates are a bit on the higher side and doesn't justify for the quantity they serve. there is a …",Sree Annapoorna,2026-01-25,Analysis\data\raw_reviews_new\Google\sree_annapoorna_Google_reviews_tamilnadu_with_dates.csv,"an notable upscale restaurant in coimbatore having many branches and serving lovely food. while the ambiance and service is top notch, the rates are a bit on the higher side and doesn't justify for the quantity they serve. there is a …",Food Quantity & Value for Money,0.7,32,Sree Annapoorna,neutral,heuristic,0,False
Sree Annapoorna - Thudiyalur,during every visit i go to annapoorna. even when i stay at 5* hotels i go there for breakfast and dinner and i’m a fan. …,Sree Annapoorna,2026-05-04,Analysis\data\raw_reviews_new\Google\sree_annapoorna_Google_reviews_tamilnadu_with_dates.csv,during every visit i go to annapoorna. even when i stay at 5* hotels i go there for breakfast and dinner and i’m a fan. …,Slow Service & Staff Negligence,0.25,30,Sree Annapoorna,neutral,heuristic,0,False
Sree Annapoorna - Thudiyalur,"the food tastes delicious and yummy , good ambiance and well maintained parking area and rest room . both ac and non ac dinning available. pure veg lot of options available.we family went for lunch,service is good.tried meals,mini meals,fried rice,briyani all taste good. only concern is the food delay ,taken more time.",Sree Annapoorna,2026-03-24,Analysis\data\raw_reviews_new\Google\sree_annapoorna_Google_reviews_tamilnadu_with_dates.csv,"the food tastes delicious and yummy , good ambiance and well maintained parking area and rest room . both ac and non ac dinning available. pure veg lot of options available.we family went for lunch,service is good.tried meals,mini meals,fried rice,briyani all taste good. only concern is the food delay ,taken more time.",Food Quantity & Value for Money,0.43,-1,Sree Annapoorna,delight,heuristic,0,False
Sree Annapoorna - Thudiyalur,"this was our first visit, and we’re glad to say it turned out to be a wonderful experience—especially because of the service. the staff were exceptionally attentive, checking on us regularly and serving with genuine warmth. they were quick …",Sree Annapoorna,2026-04-12,Analysis\data\raw_reviews_new\Google\sree_annapoorna_Google_reviews_tamilnadu_with_dates.csv,"this was our first visit, and we’re glad to say it turned out to be a wonderful experience—especially because of the service. the staff were exceptionally attentive, checking on us regularly and serving with genuine warmth. they were quick …",Food Quantity & Value for Money,0.4133333333333333,-1,Sree Annapoorna,neutral,heuristic,0,False
Sree Annapoorna - Thudiyalur,"amazing vegetarian restaurant in thudiyalur! they serve quality food at reasonable prices, and even their sweets are of excellent quality and decently priced. the restaurant is quite spacious, yet it’s always bustling with customers—be prepared to wait a bit to get in. totally worth it for the great food and experience!",Sree Annapoorna,2025-12-22,Analysis\data\raw_reviews_new\Google\sree_annapoorna_Google_reviews_tamilnadu_with_dates.csv,"amazing vegetarian restaurant in thudiyalur! they serve quality food at reasonable prices, and even their sweets are of excellent quality and decently priced. the restaurant is quite spacious, yet it’s always bustling with customers—be prepared to wait a bit to get in. totally worth it for the great food and experience!",Food Quantity & Value for Money,0.6533333333333333,-1,Sree Annapoorna,delight,heuristic,0,False
Sree Annapoorna - Thudiyalur,this is our go to place while travelling in that route. ample parking space. mostly full. there is a hall for waiting and the wait is worth the food we are going to eat. toilets are always maintained clean.,Sree Annapoorna,2026-04-29,Analysis\data\raw_reviews_new\Google\sree_annapoorna_Google_reviews_tamilnadu_with_dates.csv,this is our go to place while travelling in that route. ample parking space. mostly full. there is a hall for waiting and the wait is worth the food we are going to eat. toilets are always maintained clean.,Food Quantity & Value for Money,0.5,48,Sree Annapoorna,frustration,heuristic,2,False
Sree Annapoorna - Thudiyalur,"i recently visited annapoorna restaurant and had a very pleasant dining experience. the food was well-prepared and tasted excellent. i would like to extend a special thanks to ms. sangeetha for her exceptional service. she was attentive, …",Sree Annapoorna,2026-03-19,Analysis\data\raw_reviews_new\Google\sree_annapoorna_Google_reviews_tamilnadu_with_dates.csv,"i recently visited annapoorna restaurant and had a very pleasant dining experience. the food was well-prepared and tasted excellent. i would like to extend a special thanks to ms. sangeetha for her exceptional service. she was attentive, …",Service Quality,0.37,30,Sree Annapoorna,delight,heuristic,0,False
Sree Annapoorna - Thudiyalur,had a scrumptious breakfast with idiyappam scoring the best. this hotel stands out for its hygiene and you can see how the washrooms are maintained.,Sree Annapoorna,2026-01-09,Analysis\data\raw_reviews_new\Google\sree_annapoorna_Google_reviews_tamilnadu_with_dates.csv,had a scrumptious breakfast with idiyappam scoring the best. this hotel stands out for its hygiene and you can see how the washrooms are maintained.,Food Quantity & Value for Money,0.6533333333333333,-1,Sree Annapoorna,delight,heuristic,4,False
Sree Annapoorna - Thudiyalur,sangeeta was very organised and took the order of my group. she very professional and kind. thank you for the wonderful service and food.,Sree Annapoorna,2026-04-18,Analysis\data\raw_reviews_new\Google\sree_annapoorna_Google_reviews_tamilnadu_with_dates.csv,sangeeta was very organised and took the order of my group. she very professional and kind. thank you for the wonderful service and food.,Food Quantity & Value for Money,0.7566666666666667,-1,Sree Annapoorna,neutral,heuristic,0,False
Sree Annapoorna - Thudiyalur,"annapoorna never disappoints in coimbatore. same as other branches even here we can get the premium feel while dining here. a complete dining experience, the lounge area was huge and the service provided …",Sree Annapoorna,2025-12-25,Analysis\data\raw_reviews_new\Google\sree_annapoorna_Google_reviews_tamilnadu_with_dates.csv,"annapoorna never disappoints in coimbatore. same as other branches even here we can get the premium feel while dining here. a complete dining experience, the lounge area was huge and the service provided …",Food Quantity & Value for Money,0.6833333333333333,31,Sree Annapoorna,neutral,heuristic,0,False
Sree Annapoorna - Thudiyalur,"visited with family yesterday for dinner at sree annapoorna - thudiyalur, we ordered adai avial, rava dosa and broccoli tikka. adai was served with coconut chutney. first time in my life having adai with …",Sree Annapoorna,2026-04-25,Analysis\data\raw_reviews_new\Google\sree_annapoorna_Google_reviews_tamilnadu_with_dates.csv,"visited with family yesterday for dinner at sree annapoorna - thudiyalur, we ordered adai avial, rava dosa and broccoli tikka. adai was served with coconut chutney. first time in my life having adai with …",Service Quality,0.3866666666666667,-1,Sree Annapoorna,neutral,heuristic,0,False
Sree Annapoorna - Thudiyalur,europeans like the taste. it is not spicy and the sweets are yummy . gee masala dosa was very tasty,Sree Annapoorna,2026-02-20,Analysis\data\raw_reviews_new\Google\sree_annapoorna_Google_reviews_tamilnadu_with_dates.csv,europeans like the taste. it is not spicy and the sweets are yummy . gee masala dosa was very tasty,Food Quantity & Value for Money,0.5033333333333333,38,Sree Annapoorna,neutral,heuristic,0,False
Sree Annapoorna - Thudiyalur,"one place where taste is consistent has to be annapoorna in coimbatore, visit any of their restaurants you get the same yum taste and service, they treat you as their own. first time to this branch, good ample parking space and good aesthetics - no need to mention the quality - as always stands apart 👍 …",Sree Annapoorna,2026-05-24,Analysis\data\raw_reviews_new\Google\sree_annapoorna_Google_reviews_tamilnadu_with_dates.csv,"one place where taste is consistent has to be annapoorna in coimbatore, visit any of their restaurants you get the same yum taste and service, they treat you as their own. first time to this branch, good ample parking space and good aesthetics - no need to mention the quality - as always stands apart 👍 …",Parking & Accessibility,0.4333333333333333,32,Sree Annapoorna,neutral,heuristic,0,False
Sree Annapoorna - Thudiyalur,"the service is bad especially from the male staffs. the food is good but people not only visit for food, it’s the service that will make people come back. very rude people, treating certain customers badly. the food was not served on a …",Sree Annapoorna,2026-02-01,Analysis\data\raw_reviews_new\Google\sree_annapoorna_Google_reviews_tamilnadu_with_dates.csv,"the service is bad especially from the male staffs. the food is good but people not only visit for food, it’s the service that will make people come back. very rude people, treating certain customers badly. the food was not served on a …",Food Quantity & Value for Money,0.7,50,Sree Annapoorna,frustration,heuristic,2,False
Sree Annapoorna - Thudiyalur,"i was really impressed with the service provided by the service attendant prabhavathi. they were polite, attentive, and always had a pleasant smile while serving. they made sure our food arrived on time and checked if everything was …",Sree Annapoorna,2026-03-19,Analysis\data\raw_reviews_new\Google\sree_annapoorna_Google_reviews_tamilnadu_with_dates.csv,"i was really impressed with the service provided by the service attendant prabhavathi. they were polite, attentive, and always had a pleasant smile while serving. they made sure our food arrived on time and checked if everything was …",Food Quantity & Value for Money,0.32,44,Sree Annapoorna,neutral,heuristic,0,False
Sree Annapoorna - Thudiyalur,"the quality of annapoorna is always top notch!!! a very well planned restaurant, located in a prime location. this branch in …",Sree Annapoorna,2026-03-28,Analysis\data\raw_reviews_new\Google\sree_annapoorna_Google_reviews_tamilnadu_with_dates.csv,"the quality of annapoorna is always top notch!!! a very well planned restaurant, located in a prime location. this branch in …",Food Quantity & Value for Money,0.6433333333333333,30,Sree Annapoorna,neutral,heuristic,0,False
Sree Annapoorna - Thudiyalur,worst behaviour of the staff ..the servers and the supervisors .. they think the hotel has become popular and they can behave in any way possible … this is not the first time we as a family are experiencing ..someone or the …,Sree Annapoorna,2026-03-06,Analysis\data\raw_reviews_new\Google\sree_annapoorna_Google_reviews_tamilnadu_with_dates.csv,worst behaviour of the staff ..the servers and the supervisors .. they think the hotel has become popular and they can behave in any way possible … this is not the first time we as a family are experiencing ..someone or the …,Food Quantity & Value for Money,0.67,43,Sree Annapoorna,neutral,heuristic,0,False
Sree Annapoorna - Thudiyalur,"had breakfast - usual fare of poori, ghee toast, coffee. the food was good. service was so-so as food was served in bits and some of us had to wait while the others started. …",Sree Annapoorna,2026-05-31,Analysis\data\raw_reviews_new\Google\sree_annapoorna_Google_reviews_tamilnadu_with_dates.csv,"had breakfast - usual fare of poori, ghee toast, coffee. the food was good. service was so-so as food was served in bits and some of us had to wait while the others started. …",Food Quantity & Value for Money,0.4466666666666667,-1,Sree Annapoorna,neutral,heuristic,0,False
Sree Annapoorna - Thudiyalur,"very good place to eat lunch!! especially meals after ramadhan fasting; the side dish and rice are enriched with protein and energy,hence we love to eat hygiene meals always 👌🏻👍🏻✅😊 …",Sree Annapoorna,2026-05-20,Analysis\data\raw_reviews_new\Google\sree_annapoorna_Google_reviews_tamilnadu_with_dates.csv,"very good place to eat lunch!! especially meals after ramadhan fasting; the side dish and rice are enriched with protein and energy,hence we love to eat hygiene meals always 👌🏻👍🏻✅😊 …",Food Quantity & Value for Money,0.5666666666666667,34,Sree Annapoorna,neutral,heuristic,4,False
Sree Annapoorna - Thudiyalur,atmosphere is good service is bad you have to request for banana leaf or else they will not keep the banana leaf,Sree Annapoorna,2026-04-25,Analysis\data\raw_reviews_new\Google\sree_annapoorna_Google_reviews_tamilnadu_with_dates.csv,atmosphere is good service is bad you have to request for banana leaf or else they will not keep the banana leaf,Food Quantity & Value for Money,0.6266666666666667,53,Sree Annapoorna,neutral,heuristic,0,False
Sree Annapoorna - Thudiyalur,"tried lunch here on a weekday, resturant was full but not much of a waiting period. good spread of meal with good taste, service was nice. ample parking space, there is a separate snack counter as well.",Sree Annapoorna,2025-12-17,Analysis\data\raw_reviews_new\Google\sree_annapoorna_Google_reviews_tamilnadu_with_dates.csv,"tried lunch here on a weekday, resturant was full but not much of a waiting period. good spread of meal with good taste, service was nice. ample parking space, there is a separate snack counter as well.",Parking & Accessibility,0.4066666666666667,-1,Sree Annapoorna,frustration,heuristic,2,False
Sree Annapoorna - Thudiyalur,"first time went to this hotel, and our family experience was so great. wide space for car parking was very comfortable even during the peek hour. as like other branches, a/c section and non a/c section to accommodate more people the same …",Sree Annapoorna,2025-12-16,Analysis\data\raw_reviews_new\Google\sree_annapoorna_Google_reviews_tamilnadu_with_dates.csv,"first time went to this hotel, and our family experience was so great. wide space for car parking was very comfortable even during the peek hour. as like other branches, a/c section and non a/c section to accommodate more people the same …",Food Quantity & Value for Money,0.34,42,Sree Annapoorna,neutral,heuristic,0,False
Sree Annapoorna - Thudiyalur,"takes so much time to provide the ordered food. quality of food is not that good . i went to the hotel around 9.30 and ordered appam, the worker didnt even inform me that appam is not provided at that time ,another worker came and said …",Sree Annapoorna,2026-01-14,Analysis\data\raw_reviews_new\Google\sree_annapoorna_Google_reviews_tamilnadu_with_dates.csv,"takes so much time to provide the ordered food. quality of food is not that good . i went to the hotel around 9.30 and ordered appam, the worker didnt even inform me that appam is not provided at that time ,another worker came and said …",Food Quantity & Value for Money,0.6333333333333333,50,Sree Annapoorna,neutral,heuristic,0,False
Sree Annapoorna - Thudiyalur,"nice ambience, professional service and most importantly tasty and high quality food. this restaurant is my first choice whenever i am at coimbatore. their lunch meals, masala dosa and poori masala are superb.",Sree Annapoorna,2025-12-27,Analysis\data\raw_reviews_new\Google\sree_annapoorna_Google_reviews_tamilnadu_with_dates.csv,"nice ambience, professional service and most importantly tasty and high quality food. this restaurant is my first choice whenever i am at coimbatore. their lunch meals, masala dosa and poori masala are superb.",Slow Service & Staff Negligence,0.3066666666666666,32,Sree Annapoorna,neutral,heuristic,0,False
Sree Annapoorna - Thudiyalur,"excellent food as usual to annapoorna. unlike other branches, here they give very less quantity of sides - often only less than half of side bowl for curries (except for sambhar) are filled. that is not enough for most dishes. …",Sree Annapoorna,2025-12-12,Analysis\data\raw_reviews_new\Google\sree_annapoorna_Google_reviews_tamilnadu_with_dates.csv,"excellent food as usual to annapoorna. unlike other branches, here they give very less quantity of sides - often only less than half of side bowl for curries (except for sambhar) are filled. that is not enough for most dishes. …",Slow Service & Staff Negligence,0.2733333333333333,30,Sree Annapoorna,delight,heuristic,0,False
Sree Annapoorna - Thudiyalur,only the atmosphere and ambience is good. went in by 9:00 am on november 8th 2025. …,Sree Annapoorna,2026-01-06,Analysis\data\raw_reviews_new\Google\sree_annapoorna_Google_reviews_tamilnadu_with_dates.csv,only the atmosphere and ambience is good. went in by 9:00 am on november 8th 2025. …,Food Quantity & Value for Money,0.5966666666666667,59,Sree Annapoorna,neutral,heuristic,0,False
Sree Annapoorna - Thudiyalur,"very good clean hygiene restaurant in thudiyalur . ambience is nice. food is good and tasty. we had south indian meals,dosa,gulab jamun, mango milkshake. highly recommended.",Sree Annapoorna,2026-02-17,Analysis\data\raw_reviews_new\Google\sree_annapoorna_Google_reviews_tamilnadu_with_dates.csv,"very good clean hygiene restaurant in thudiyalur . ambience is nice. food is good and tasty. we had south indian meals,dosa,gulab jamun, mango milkshake. highly recommended.",Slow Service & Staff Negligence,0.36,-1,Sree Annapoorna,neutral,heuristic,4,False
Sree Annapoorna - Thudiyalur,"the restaurant is spacious, and there is plenty of parking space. we tried the masala dosa and poori. the dosa was good, but the poori did not meet our expectations as it was too oily. however, the sambar idly was good. the service is good, …",Sree Annapoorna,2026-05-30,Analysis\data\raw_reviews_new\Google\sree_annapoorna_Google_reviews_tamilnadu_with_dates.csv,"the restaurant is spacious, and there is plenty of parking space. we tried the masala dosa and poori. the dosa was good, but the poori did not meet our expectations as it was too oily. however, the sambar idly was good. the service is good, …",Food Quantity & Value for Money,0.36,48,Sree Annapoorna,neutral,heuristic,0,False
Sree Annapoorna - Thudiyalur,good food and good taste on all the dishes we ordered,Sree Annapoorna,2026-05-07,Analysis\data\raw_reviews_new\Google\sree_annapoorna_Google_reviews_tamilnadu_with_dates.csv,good food and good taste on all the dishes we ordered,Food Quantity & Value for Money,0.63,58,Sree Annapoorna,neutral,heuristic,0,False
Sree Annapoorna - Thudiyalur,overall the taste and the service of this great iconic restaurant of coimbatore is on the downside of the hill. there was time we used to go to this restaurant for its pure taste and authentic kongu taste buds rendering foods but sadly to …,Sree Annapoorna,2026-02-01,Analysis\data\raw_reviews_new\Google\sree_annapoorna_Google_reviews_tamilnadu_with_dates.csv,overall the taste and the service of this great iconic restaurant of coimbatore is on the downside of the hill. there was time we used to go to this restaurant for its pure taste and authentic kongu taste buds rendering foods but sadly to …,Food Quantity & Value for Money,0.6666666666666666,32,Sree Annapoorna,neutral,heuristic,0,False
Sree Annapoorna - Thudiyalur,"annapoorna continues to stand out with its consistent quality and it became my weekend routine to visit .i always used to try their dosa, idli, and filter coffee—all were excellent. the dosa was crispy, the idlis soft, and the chutneys were …",Sree Annapoorna,2026-06-09,Analysis\data\raw_reviews_new\Google\sree_annapoorna_Google_reviews_tamilnadu_with_dates.csv,"annapoorna continues to stand out with its consistent quality and it became my weekend routine to visit .i always used to try their dosa, idli, and filter coffee—all were excellent. the dosa was crispy, the idlis soft, and the chutneys were …",Food Quantity & Value for Money,0.4833333333333333,30,Sree Annapoorna,delight,heuristic,0,False
Sree Annapoorna - Thudiyalur,worst service from the attenders…. ignoring customer request & not maintaining a positive environment is a failure to annapoorna’s business…,Sree Annapoorna,2026-02-12,Analysis\data\raw_reviews_new\Google\sree_annapoorna_Google_reviews_tamilnadu_with_dates.csv,worst service from the attenders…. ignoring customer request & not maintaining a positive environment is a failure to annapoorna’s business…,Food Quantity & Value for Money,0.6266666666666667,-1,Sree Annapoorna,frustration,heuristic,2,False
Sree Annapoorna - Thudiyalur,the service here for both parcel in person eating is getting bad day by day. it used to be good but it's declining. two recent incidents …,Sree Annapoorna,2026-03-19,Analysis\data\raw_reviews_new\Google\sree_annapoorna_Google_reviews_tamilnadu_with_dates.csv,the service here for both parcel in person eating is getting bad day by day. it used to be good but it's declining. two recent incidents …,Food Quantity & Value for Money,0.5833333333333334,-1,Sree Annapoorna,nostalgia,heuristic,0,False
Sree Annapoorna - Thudiyalur,"it shows a good atmosphere, the staff responded politely and the food was delivered quickly😋. only special meals food and tiffen are served in the air conditioner room. …",Sree Annapoorna,2025-12-30,Analysis\data\raw_reviews_new\Google\sree_annapoorna_Google_reviews_tamilnadu_with_dates.csv,"it shows a good atmosphere, the staff responded politely and the food was delivered quickly😋. only special meals food and tiffen are served in the air conditioner room. …",Food Quantity & Value for Money,0.6866666666666666,-1,Sree Annapoorna,neutral,heuristic,0,False
