cluster,restaurant,branch,review_text,rating,distance_to_centroid
26,Sangeetha,T Nagar,"sangeetha veg, serves tasty food with thalis offering a good variety. the ambience is excellent and the service is impressively quick. the only downside is that it gets quite crowded.",,0.10129816
27,A2B,Adyar+Ananda+Bhavan+ +A2B,"had a pit stop for a cup of coffee at late night, had an excellent cup of filter coffee that would last for a long time, would definetly recommend the place. thank you sudha akka for preparing one of the best coffee",,0.054789186
27,Sree Annapoorna,Tirupur Sree Annapoorna Sweets shop,best coffee in railway station,,0.063654155
27,Sree Annapoorna,Gandhipuram,the best coffee you will ever get.thanks for such a beautiful coffee 😍🤩.i recommend anyone who wish to get a good and strong coffee that's gonna double your happiness 🙌,,0.06476158
27,Sree Annapoorna,Gandhipuram,coffee at it's best!!!! just was travelling.. i love strong filter coffee 😎 when served it never looked strong but when you taste it seriously they serve second best coffee of the world next to hotchips 😍,,0.06867281
27,Sree Annapoorna,Hotel Annapoorani,coffee is very nice i like ur coffee always mushroom pallipalayam is excellent taste,,0.07832873
27,A2B,Adyar+Ananda+Bhavan+ +A2B,"had coffe here, it was the best coffee i've ever had.it instantly reduced my work stress",,0.0787446
27,A2B,Adyar+Ananda+Bhavan+ +A2B,filter coffee good 👍 …,,0.09290393
27,Sree Annapoorna,Annapoorna - Saibaba colony,"the food is always great and i come everytime i miss my moms idly. love the coffee here, it just refreshes you (any coffee lovers can relate).",,0.09527327
27,Sree Annapoorna,SAS Pongalur | Sri Annapoornis Sweets | Karur,worst sweet corn i ever eat. i wont able to eat even a spoon of sweet corn 🤢🤮. but coffee is ok....... …,,0.11877401
27,Namma Veedu Vasanta Bhavan,Namma Veedu Vasanta Bhavan,worst coffee ever! please don't visit this restaurant if you are a morning coffee person. i never …,,0.13130587
27,Sree Annapoorna,Tirupur Sree Annapoorna Sweets shop,my favourite filter coffee spot... everyday we have coffee here.... authentic filter coffee,,0.1324537
27,A2B,Adyar+Ananda+Bhavan+ +A2B,coffee is excellent with aroma flavour thank you specifically mrs pappathi make such good & hospitality,,0.14171234
27,Sree Annapoorna,Annapoorna - NH Avinashi,just came out after dining. your coffee is just next to bs..... very bad... what happened..... poor poor coffee....... better get back to old …,,0.1508619
27,A2B,Adyar+Ananda+Bhavan+ +A2B,"very tasty n very good quality..customer service.is good...all items kalagand poli , medhu vadai n coffee are awesome taste. fully satisfied..",,0.15213585
27,Namma Veedu Vasanta Bhavan,Namma Veedu Vasanta Bhavan,we just came for a filter coffee and it was fantastic. the service by sampath was also very pleasant. he catered to us very friendly and honestly will recommend this place to everyone.,,0.15318558
28,A2B,Adyar+Ananda+Bhavan+ +A2B,todays spl mysore masal dosa suggested by waiter. but is a plain dosa with potato stuffing and chilli chutney. …,,0.034181643
28,Sree Annapoorna,SRI ANNAPOORANA Pure Veg,this place has good ambience and service but the food is not up to the mark. slightly overpriced for the quality of the food. mysore masala dosa was special of the day and a big let down.,,0.038672946
28,Namma Veedu Vasanta Bhavan,VB World by Namma Veedu Vasanta Bhavan,we ordered for coconut milk idyiappam which was okaish as it did not have much flavours. mysore masala dosa and plain masala dosa were too good. medu vada batter was not fresh and was little sour. overall still a good place to visit as the place setting and ambience were like a fine dining.,,0.047371637
28,A2B,Adyar+Ananda+Bhavan+ +A2B,i bought sweets from this mallur-salem. one of worst taste i had from a2b.the mixed sweet box all the sweets are dried and salty. mysore pak is 3rd grade and half baked.i could feel raw flour smell. we are paying double the price comparing …,,0.049799744
28,Geetham,Geetham Veg Restaurant,the food is degrading from before. ordered mysore masala - masala combination is raw and bitter. restaurant replaced with satha rava dosai but served rava dosa filled with ghee and it’s again not …,,0.050589748
28,Sangeetha,"Karur Bypass, Trichy",i went there with my wife. we had rava munthiri and mysore masala thosai. the food is delicious. served by kamachi.. the lady was very professional and attentive. 5 star for her service,,0.059934895
28,A2B,Adyar+Ananda+Bhavan+ +A2B,"the location is infront of railway station -mysore. food quality is very good. hygiene is also very good this is a chain of restaurants with lots of branches. masala dosa, poori,ragi roti,veg fried rice, you order anything, you love it. …",,0.06527013
28,Sree Annapoorna,Annapoorna - Ganapathy,a must visit restaurant! the best and wholesome food that my family ate during our ooty mysore coimbatore trip was here! the food is not just yummy but affordable too. …,,0.0664464
28,Namma Veedu Vasanta Bhavan,Namma Veedu Vasanta Bhavan Nexus Vijaya Mall,we tried mysore masala dosa & business lunch ⚡️🔥 renudme pakka mass and andha lunch i'd say it's value for money especially in a mall 🐒🙌🏻 …,,0.081785545
28,Sree Annapoorna,Annapoorna Veg Restaurant - Vellore City,annapoorna and mysore cafe both are in one place. chat items are very famous here. madhya pradesh rabdi jelabi was good to eat. pav baji and nearly 12 chat items are there. they set their chat items at the bus type and they were so …,,0.08223863
28,Namma Veedu Vasanta Bhavan,Namma Veedu Vasanta Bhavan,loved the mysore masala dosa and seeragasamba pongal. special mention for manikandan for the warm hospitality.,,0.08617167
28,A2B,Adyar,great place to hang out for snacks...... love the pav bhaji and pani poori...... some of the best sweet are kaju katli and mysore pak..... best place,,0.09177634
28,Geetham,Velachery,"this was a much awaited visit with my friends. we ordered assorted bajji (onion, potato & raw banana) along with medhu vada & mysore bonda. each of the dish was well prepared and tasted really good. we ended up with 3 coffees. bill was around ₹450. service and ambience was good. + 3 photo(s)",,0.10650913
28,Namma Veedu Vasanta Bhavan,Namma Veedu Vasanta Bhavan,"good ambience with tasty food.. we ordered ghee thattu idly, mysore masala dosa, onion rava dosa and panneer tikka all items were good only panneer was not that much soft to taste..rest was good . special mention to the waiter who served fast . the cost of but high comparatively with other restaurants.but worth for the taste.",,0.14716093
28,Namma Veedu Vasanta Bhavan,Namma Veedu Vasanta Bhavan Nexus Vijaya Mall,good service by mr.pandi durai & highly recommended food mysore masala dosa & paneer noodles,,0.25681052
29,Geetham,Geetham Veg Restaurant Mount Road,one of the best vegetarian restaurant in mount round chennai with great car parking & ambience. …,,0.054270893
29,Saravana Bhavan,Chennai,for a good tasty vegetarian food i recommend hotel saravanabavan at chennai. it's a high class vegetarian restaurant where u can get tasty food,,0.064335056
29,Saravana Bhavan,Chennai,one of the best vegetarian restaurant chain hotel in chennai..very taste and hygienic..nice combos.. sweets also nice,,0.07522494
29,Geetham,Geetham Veg Restaurant,"this is one of the best vegetarian restaurants around chennai. the price is similar to other popular brands and the taste was equally great. the honey chilli potato was fantastic, they didn't use the fries, instead they used freshly chopped potatoes. the service could have been better.",,0.077667594
29,Sangeetha,Sangeetha Veg Restaurant,"the best vegetarian hotel which we have found in chennai while we tried and compared with other (so called) high class vegetarian restaurant. all the tiffin items were served hot and tasty. the manager iyyappan was friendly, attentive and caring. overall this food, taste and staff are awesome 👌. …",,0.07946357
29,Saravana Bhavan,Chennai,often known to be face of vegetarian restraunt in chennai. they master the vegetarian taste as such. fantastic meal options too,,0.07963065
29,Saravana Bhavan,Saravana Bhavan,"during my chennai stay, i found this wonderful vegetarian restaurant that truly felt like home. the place is clean and well maintained, the food is delicious and full of authentic flavor, and the prices are very reasonable. but the best …",,0.0877897
29,Saravana Bhavan,Chennai,without doubt the best place to have vegetarian food in chennai.. i've visited this chain of restaurants at various locations and the quality of food provided is exceptional!! their dishes taste like home cooked food and the staff are polite and most importantly wear gloves while serving... their meals for lunch is really good and i would recommend the south special meals..,,0.09119138
29,Sangeetha,RA Puram,definitely one the best vegetarian restaurant in chennai. affordable and tasty. highly recommended: masala dosa,,0.10747412
29,Saravana Bhavan,Chennai,one of the best vegetarian restaurants in chennai. they have branches in many prime localities in chennai. i went to their mylapore branch. situated very close to kapaleeshwarar temple. they have both a/c and non a/c halls. good service. they take your order and serve you food hot. never miss this place..for bf/lunch/dinner. filter coffee ...really very good. sweets and south indian snacks are also available.,,0.11093492
29,Saravana Bhavan,Chennai,it is the biggest chain of hotels in chennai. it have so many across chennai. it is pure vegetarian but prices are too high but quality is ok,,0.1311736
29,Sangeetha,T Nagar,"one of the best places to eat in chennai for all vegetarian cuisines including south indian, north indian , chinese etc. only downside here is waiting time is longer and is always crowded. …",,0.13981709
29,Sree Annapoorna,Tiruppur Sree Annapoorna Veg Restaurant - Perundurai Highway,rukmani ammal vegetarian hotel located on the national highway coimbatore to chennai near erode diagonally opposite to texvally,,0.14950022
29,Geetham,Geetham Veg Restaurant Mount Road,"i came to chennai for attending an event, there one guy by connections and even the rapido guy suggested me to try food here! pure vegetarian resturant with snacks, tiffins, fried rice, afternoon meals, beverages and others! …",,0.1527677
29,Geetham,Geetham Veg Restaurant Mount Road,it's the best vegetarian hotel enroute pondicherry/chidambaram from chennai. loved the food and the authenticity with which they serve. better than any other hotels like a2b. the chikku kesari they served with the breakfast combo is too good,,0.153983
30,Sangeetha,Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,ambience is excellent .a bit of hindi is needed as in the heart of chennai most of the waiters are from north india or nepal and hence cannot speak tamil. their idlies are not good at all and bely the name but the sakkara pongal is damn good! the food is good but service is a bit slow,,0.06984165
30,Sangeetha,Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,this review is about the branch of sangeetha restaurant located at the domestic departure terminal of chennai airport... ok that we do get good hot vegetarian food from this restaurant..but cost of food is very much on the higher side. since this is located outside the airport we thought that cost of dishes may not be that much high when compared to the food available inside the airport... however our presumption went wrong.. prices are very much on the higher side. for eg: one dosa cost rs. 161.90 one ghee idly sambar costs rs.190.48 the price mentioned above excludes gst. hope the hotel management will look into this and reduce their cost price.,,0.0953382
30,A2B,Adyar+Ananda+Bhavan+ +A2B,"it's a busy place heard it's a food chain popular in tamil nadu, often have to wait for the seats. we we tried …",,0.09689534
30,Saravana Bhavan,Egmore,"food-4/5 quality-4/5 ambience-2/5 value for money-3/5 the hotel is the most famous chain in chennai and definitely all tourists flock here to have a meal. we had idli sambhar vada and masala dosa sambhar. the idli could've been softer , but the sambhar was amazing even the chutney was quite different than what i had before. it was one of the best things in chennai. chennai definitely serves good food.",,0.098706715
30,A2B,Adyar+Ananda+Bhavan+ +A2B,"travelling back to chennai, had a quick pitstop at a2b before dharmapuri and it was a decent experience. service was fast and selvi our assigned staff was quick to take order and also end our hunger pangs. food was tasty and we were able to resume journey again quickly",,0.10147712
30,Saravana Bhavan,Chennai,"was in chennai from aug to sept 2017, and we are vegetarian. so at the first opportunity we will seek out hsb to dine. the food is simply fantastic which i will recommend, the downside, prepare to wait before u are even approached to ask what u want. the staff are aplenty but they are not proactive when a guest sits at the dining table. after abt 5-10 min and numerous hand signals then they will approach u to take orders. they will be standing and chit chatting not bothering when a guest arrives.",,0.10482328
30,A2B,Adyar+Ananda+Bhavan+ +A2B,"my family which is basically from chennai, came to srirangam for a temple visit today and based on the experience of chennai a2b hotels, selected this restaurant and drove all the way. while the ambiencewas good, but we were quite …",,0.113507345
30,Saravana Bhavan,Chennai,paper dosa idly paneer biryani superb as always every outlet whether it be delhi or chennai its always awesome,,0.11449851
30,A2B,Adyar+Ananda+Bhavan+ +A2B,one of the cleanest restaurant chain in tamil nadu. the location has other options like kulfi house and a party hall. the location has a huge parking space and the restrooms are very clean. i think the location got opened recently ( a year …,,0.11466071
30,Sangeetha,Poonamallee,tired chaat here it was amazing… chaat in chennai is hard to get but this place is must try!! service staff was amazing special mention to mr sudheer kumar.,,0.116814256
30,Sree Annapoorna,Sree Annapoorna Multicusine Resturant,maintains the food taste and quality over the years coupled with great service makes it a must visit when in gandhipuram.,,0.13288695
30,Sangeetha,Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,"this is a go to restaurant in chennai, it is a landmark food destination in itself, offers a variety of non a/c and a/c sitting. the staff is very cordial and service is very prompt. the south indian snacks are freshly prepared and are absolutely yummy to say the least. don't forget to order the cup of filter coffee. was an absolute pleasure to dine here.",,0.1335691
30,Geetham,Geetham Veg Restaurant,"found a gem near chennai airport south indian + chinese, and both are 🔥 food quality is good must visit …",,0.13442233
30,Sangeetha,Sangeetha Veg Restaurant,"visited this place as i heard it's one of the best place for breakfast in chennai. my expectations were really matched. more than the food, the service we were rendered from baikkai raj was simply amazing. he made us feel homely and was …",,0.14443645
30,Sangeetha,T Nagar,"one of the best restaurant meals i’ve ever had. for someone from abroad who doesn’t know much about chennai, this restaurant is highly recommended. the staff treat you like family — they look after you, serve quickly, and are always ready …",,0.14545402
31,Sangeetha,"Karur Bypass, Trichy","i visited shri sangeethas for lunch, and it was very crowded, which itself shows how popular this restaurant is. even during the rush, the staff managed the crowd well. they noted our name and called us as soon as a table became available, …",,0.017026259
31,Sangeetha,"Opp. SRM Medical College, Trichy","had a great experience at shri sangeethas. the food was genuinely delicious, with authentic flavors and excellent quality across the dishes we tried. everything was fresh and served well. …",,0.018570663
31,Sangeetha,"Karur Bypass, Trichy","recently visited shri sangeethas and had a great experience. honestly, they served one of the best vegetable biriyanis i’ve ever tried—the flavor was spot on. while the meals were good, they just couldn’t quite compete with how delicious …",,0.026037935
31,Sangeetha,"Opp. SRM Medical College, Trichy","i had the pleasure of dining at shri sangeethas recently, and it was a delightful experience from start to finish. the food was absolutely delicious, with all the dishes prepared to perfection—flavorful, fresh, and satisfying. the ambiance …",,0.02708806
31,Sangeetha,"Opp. SRM Medical College, Trichy","while being regulars of palpannay shri sangeethas, we were pleasantly surprised and happy with our experience at their new branch. very warm and welcoming staff - all smiling faces. food was homely and delicious. green and clean interiors. they also gave us balloons.",,0.027960088
31,Sangeetha,Shri Sangeethas Veg. Restaurant,"5 stars! a serene food haven in the heart of the city! 🌟🍽️hotel shri sangeethas is my absolute go-to for a calm and serene escape. the ambiance is neat, peaceful, and perfect for unwinding or a quiet meal—feels like …",,0.029418193
31,Sangeetha,"Opp. SRM Medical College, Trichy",recently opened elite branch of shri sangeethas restaurant chain … they offer good quantity of food stuff with good quality too … there is very huge parking space here …,,0.03611492
31,Sangeetha,Shri Sangeethas Veg. Restaurant,"excellent dining experience at shri sangeethas! we stopped here during our travel and were really impressed. the food tasted amazing, with great portion sizes and authentic flavors. the highlight of our visit …",,0.036124077
31,Sangeetha,"Opp. SRM Medical College, Trichy","new shri sangeethas branch, a beautiful, swanky place. food was delicious, staff was courteous and attentive, interiors and washrooms were clean and ambience felt rich. prices were reasonable, similar to the other branches. only suggestion …",,0.038117524
31,Sangeetha,"Opp. SRM Medical College, Trichy",had a wonderful experience at shri sangeethas. the service was very good and the staffs are very friendly and courteous. special mention to ms. delfina . will surely visit again.,,0.050453532
31,Sangeetha,Shri Sangeetas,"shri sangeethas always gives its best output…. after doing some work , after a long wonderful telephonic discussion with …",,0.05059726
31,Sangeetha,Shri Sangeethas Veg. Restaurant,"authentic south indian flavors shri sangeethas is widely celebrated for its authentic south indian vegetarian cuisine, particularly its breakfast and tiffin items. reviewers frequently …",,0.051815733
31,Sangeetha,"Karur Bypass, Trichy","lunch at shri sangeethas was fulfilling and delicious. our waiter mr.sivaguru was kind and helpful, made our lunch a great experience! delicious vegetarian meal.",,0.063642435
31,Sangeetha,"Karur Bypass, Trichy",another hearty meal at this outlet of shri sangeetas after seven years and glad to see that the food quality is still good. ambience has undergone some changes over the year (for better). …,,0.065205656
31,Sangeetha,"Opp. SRM Medical College, Trichy",since i am a regular visitor of shri sangeethas for many years i am comfortable with their food. the staffs are very polite and helpful particularly mr.kaatturaja a steward service was good,,0.068111524
32,Sangeetha,Shangeetha Mess & Caterers,"i had a wonderful dinner at sangeetha mess tonight. the food was absolutely delicious, with a comforting, home-style feel that made every dish feel warm and satisfying. the staff were incredibly kind and attentive, making our experience …",,0.01987803
32,Sangeetha,Medavakkam,"excellent service at sangeetha! the staff was attentive, friendly, and made sure we had everything we needed throughout our meal. they were prompt with orders and very courteous. the food was delicious, and the overall dining experience was wonderful thanks to their great service. highly recommend this place!",,0.034205668
32,Sangeetha,Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,"i've been to sangeetha several times in the last few years. last weekend i was there with my family. the guy who was serving us came with a big smile and asked for the order. close to the end, my 6 year old daughter wanted a a strawberry ice cream and she requested for one. it was servered with a cherry at the top. she was very thrilled to see the cherry as well. looking at her reaction, in a minute he returned with a small cup full of cherries. at the time of settling the bill he gave two stawberries to my daughter and also thanked us at the time of leaving. as a customer, it gives me lot of satifaction and also pleasant feeling.",,0.03706778
32,Geetham,Restaurant_Review-g304556-d27106440-Reviews-Geetham_Veg_Restaurant-Chennai_Madras_Chennai_District_Tamil_Nadu.html,this subpar in quality compared sangeetha. as a us traveller my credit card was not accepted. uk credit card from my friend denied by machine. won't recommend don't go there,,0.044633612
32,Sangeetha,RA Puram,"a thoroughly disappointing experience at sangeetha. the vegetarian meals were utterly inedible—every dish was a disaster. the service was equally appalling, with disorganized parking, unhelpful staff, and a chaotic table allocation process. …",,0.047318976
32,Sangeetha,PORUR,had the experience to relish the food in porur sangeetha. food and service are excellent. mr. mani vel and monalisa took great care and timely service. atmosphere is also good.,,0.04771762
32,Sangeetha,Poonamallee,deeply disrespectful service — first time in 10 years i felt insulted at sangeetha …,,0.05214532
32,Sangeetha,Medavakkam,"sangeetha provided food service for our housewarming ceremony and everything was perfectly managed. the food tasted amazing, was hygienic, and well balanced. service was smooth and timely, and all our guests appreciated the quality. very reliable choice for auspicious occasions.",,0.052250165
32,Sangeetha,Shangeetha Mess & Caterers,"we are from ibm, coimbatore, and during a random visit to salem, we visited sangeetha mess for lunch, and it turned out to be a top-notch, impressive mess that truly stands out for its authentic taste, quality cooking, and unforgettable …",,0.06080198
32,Sangeetha,Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,sangeetha is the best of all the competing chains in terms of value for money. the seating is not cluttered like the rest.. the portions are good and lastly its authentic south indian if you like. the location of this outlet is great.. right on sardar patel road and close to almost every good place in adyar.,,0.063950054
32,Sangeetha,Medavakkam,"we came for lunch to celebrate my mother-in-law’s birthday, and it turned into a wonderful surprise! we celebrated her birthday with sangeetha and the team—it was awesome. thank you so much to everyone for the effort and the lovely birthday wishes. it truly made her day special.”",,0.066334896
32,Sangeetha,Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,"sangeetha dosai and kara chuttney is becoming a brand for themselves, its time they brand these offerings... would love to listen to some good classical music along at the restaurant... apt message at the entrance on how one should behave in public... great going sangeetha...!!! can look at offering car service for better social distancing and hygiene though... look forward to the same kick started...!!!",,0.06710846
32,Sangeetha,Sangeetha Veg Restaurant,"wow, what did i just experience, it wasn't 40 years of sangeetha, it was 40 years of emotions, i could see the happiness they get from serving people, they were so happy for serving food over there, each and every dish i ate atleast 3 of them asked whether i need that again, i was so happy for it. #40yearsofsangeetha",,0.06760416
32,Sangeetha,Poonamallee,"awesome food and good service. cost is moderate. large parking area which is a rare thing nowadays. quality and taste were top notch as expected from sangeetha. request for hot water, tissues etc were handled immediately. my favourite dishes were basundhi & rasamalai. will definitely recommend.",,0.06864363
32,Sangeetha,RA Puram,stunning food. sangeetha always delivers :),,0.069894865
33,Namma Veedu Vasanta Bhavan,Namma Veedu Vasanta Bhavan,"today i ate lunch. really it was awesome and delicious. we enjoyed with our family with real taste. particularly mr. romeo was carring us was super. the way he spoke, the way he care us it was admirable one today.",,0.07866492
33,Geetham,Anna Salai,evening good,,0.08182433
33,Sree Annapoorna,Sree Annapoorna Multicusine Resturant,i had morning breakfast and its good. i was surprised by afternoon lunch. …,,0.08340848
33,Sangeetha,Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,had breakfast here on a whim as we were staying close by. everything we ordered was fresh and delicious. all served quick and at remarkable prices. one just can't go wrong here!,,0.08733671
33,Sree Annapoorna,Annapoorna - Cross Cut Road,i had breakfast here. taste was very good. service also very good. waiting time also not much.,,0.10321394
33,Sree Annapoorna,Hotel Sri Annapoorna,"went with family for breakfast, all was good",,0.106952496
33,Saravana Bhavan,Saravana Bhavan,had breakfast here. quality of food is great. there was no crowd when visted. price nominal not on higher side. …,,0.10716869
33,A2B,Adyar+Ananda+Bhavan+ +A2B,good quality breakfast but expensive compared to the same other places.,,0.116939776
33,Sree Annapoorna,Tirupur Sree Annapoorna Vegetarian Restaurant,had breakfast. good/standard taste. little crowded and less tables.,,0.1218864
33,Sree Annapoorna,SRI ANNAPOORANA Pure Veg,food tastes good. we went for breakfast. nothing disappointed. …,,0.12280359
33,Sree Annapoorna,Annapoorna - Kuniyamuthur,"food: the taste is average. not worth the hype. i've had breakfast,lunch,dinner here. talking about the breakfast: …",,0.1295056
33,Saravana Bhavan,Chennai,"in morning usually there are many options for brunch, great in taste and comfortable ambiance , great",,0.14925674
33,A2B,"A2B,+Trichy+Railway+station","best place for breakfast, rate is some more but quality is very good. staff behaviour is friendly.",,0.19573084
33,Sangeetha,"Opp. SRM Medical College, Trichy","good option for breakfast. average 250 per person, slightly higher side but very good and quick service. good ambiance and hygiene. restroom facility available and clean. great service by staff susmitha and roja.",,0.20053488
33,Sangeetha,Sangeetha Veg Restaurant,"had breakfast here and it was out of the world! food is top class, but they have a long way to go when it comes to service (i’m giving them a 5 star overall just for the food even though i had sub par service). …",,0.22523244
34,Sangeetha,Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,this place is crowed for most time ! have been there more than 5 times ! latest on feb ! few a times i have ordered chinese and was really disappointed ! but the fact is they serve very good south indian food. their platters are also good. overall good place for south indian food.,,0.07430886
34,Sangeetha,Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,"typical south indian restaurant. same taste throughout the globe. south indian delicacies such as masala dosa, ghee roast etc are excellent. service is too good. for the first time i tasted the corriander-lemon soup and it tasted good. when we didn't like the tomsto soup and just kept it aside, the supplier inquired whether there was any mistake in the soup! and we told him that there was nothing like that and we just didn't like the soup, the soup was excluded from the bill!!!!",,0.08506481
34,Sangeetha,Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,not all dishes are great. they are good at traditional south indian dishes but as a restaurant chain they have expanded beyond traditional south indian and moved to fusion and indo chinese. some of the indo chinese dishes are a disaster. hence if you are looking to try something new you are better off trying it elsewhere. also make sure you get there ahead of time since weekends can be crazy with little or no seating at all. parking is a nightmare.,,0.09543103
34,Sangeetha,Poonamallee,"if i had to summarize: tasty south indian food, unlimited chutney refills and average service. …",,0.09969835
34,Sree Annapoorna,St Thomas Mount,"located on the h.w , opposite to h.i.e.t , st thomas mount , this is one of the famous eateries which offer snacks as well as food for dining . there do exist a/c as well as non-a/c sitting areas and the food offered is quite delicious and value for money . ultra fast service is appreciated. one can have south indian foods like masala dosa , uttappam , idli , etc or thali . reasonable cost , delicious food , fast service , neat environment makes it more attractive.",,0.11032025
34,Sangeetha,Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,"oneof the best indian vegetation food i have eaten. the price is the same as other average restaurants. very crowded, relatively clean because their turnover is fast. nothing fancy about the place but great food. eaten here many times or taken away, no digestive problems...",,0.11644973
34,Sangeetha,Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,"they have a very wide variety and is good for south indian cuisine, esp for bachelors who frequently need to eat out.",,0.11719281
34,Namma Veedu Vasanta Bhavan,Namma Veedu Vasanta Bhavan Nexus Vijaya Mall,yes❤️ delicious food prepared…north indian combo😋 …,,0.117964394
34,Sree Annapoorna,Annapoorna - Avinashi road,one of the best south indian cuisine restaurant. excellent food taste and quality. huge extravagant size and big capacity for 100s to eat at one time. ac space also available and is worth as that was more silent as compared to other side. …,,0.1244063
34,A2B,Adyar+Ananda+Bhavan+ +A2B,"a very good place to have something that ""feels"" premium but at a better price than most other restaurants of comparable quality. although specializing in south indian cuisine, you get a whole lot of north indian and chinese dishes too. as …",,0.12530401
34,Sangeetha,Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,"this busy restaurant serves both south and north indian dishes and also the ""indo-chinese"" style dishes. we ordered a selection of all three styles and were pleasantly surprised. they were well presented and tasty. the service is fast and smooth. ice cream desserts are something that did not strike our fancy but the gulab jamuns were really good.",,0.12564468
34,A2B,T. Nagar,"not worth for what you pay very high cost for normal dishes, using north indian spices and ingredients for south indian dishes may irritate you and disturb ur health",,0.12761316
34,Sangeetha,Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,"i have been to this place quite a number of times and love their food. taste is great. you get both north indian and south indian dishes. only drawback with this place is you have to wait for a long time to be seated. its too crowded. if you don't have any plans after dining here, you are safe.",,0.13017555
34,Sangeetha,Shri Sangeetas,north indian varieties are good. but my dad felt the rice was not boiled well in meals and the vegetables doesn't tastes good. the ambience and customer service is good. there is a roof garden in restaurant but not functional. parking facilities are there.,,0.1307228
34,Saravana Bhavan,Chennai,"very nice and testy food, you can have all indian food here at good price, it is in heart of t-nagr city",,0.1319937
35,Sangeetha,Sangeetha Veg Restaurant,"i bought paneer biriyani(medium) today for around ₹300, thinking it would be enough for two people. but when i got it… i was genuinely shocked—the container was so tiny, like the ones we usually get for sweets 😂 …",,0.09702226
35,Namma Veedu Vasanta Bhavan,Namma Veedu Vasanta Bhavan,this review is for the one i ordered for my friend through zomato on (09/09/2025). the amount of curry is very less in all the supply. and the main part is brinjal curry is spoiled. i wrote review in zomato too but no body responded. i will never recommend to eat here. don't waste ur money and health.,,0.11460997
35,Sangeetha,"Karur Bypass, Trichy","ordered veg briyani paneer and mushroom, fried rice, spl meals, naan, kadai paneer. except paneer fried rice all are bad. quantity is very low. not worthy for this price range. i wondered how so many peoples visiting here and giving 5star …",,0.11959276
35,Geetham,Geetham Veg Restaurant Mount Road,i visited the mount road branch many times before. today is a saddening experience. first i ordered panner tikka biriyani medium . they didn't told me while ordering there is no medium only large. only at the bill i came to know medium is …,,0.123482734
35,Sree Annapoorna,HOTEL SRI ANNAPOORNA,"we ordered parotta, paneer biryani, and meals, totaling 595. based on this price, the taste was not good. the paneer biryani and meals were also not good taste",,0.13084759
35,Namma Veedu Vasanta Bhavan,Namma Veedu Vasanta Bhavan - Hosur,had a great lunch experience today! 😊 we ordered the mushroom varaval biryani and soybean veg chukka — both dishes …,,0.15249635
35,Namma Veedu Vasanta Bhavan,Anna Nagar East,"went there for lunch today ordered gibi 65 for starters and it was good.then ordered basic meals,varities of kulcha, kadai mushroom and schezwan fried rice.all the item's taste were good.😉👍✌.patience is must because items to take 15 to 20 mins to reach your table",,0.15926394
35,A2B,Adyar+Ananda+Bhavan+ +A2B,"overpriced special biryani for 300+ rs is not worth, they said its special with paneer etc but not correct. meals missing papad.",,0.1678623
35,Sangeetha,Poonamallee,food is good. had meals and mushroom biriyani. honey crispy gobi starter is served in a bowl without any plates. when asked for a plate they gave a banana leaf. service is too bad. excess food parcel is given in an aluminium foil wrap. see the image. this is how the food is packed for the price we pay.,,0.17688575
35,Sangeetha,Poonamallee,"yesterday we had dinner with our family ..we ordered butter roti,naan and kadai paneer gravy also schezwan gobi noodles. the food price was too too high and the portion of the gravy and noodles was very less which is not even sufficient for …",,0.17939873
