issue_category,week,review_count,rolling_mean,z_score,rule_flag,iforest_flag,both_flag,outcome_rating_change,issue_category_code,volume,magnitude_z,pct_above_rolling_mean,rule_and_ml_agree,priority_target,predicted_priority_score
Service Quality,2026-07-13,15,14.5,0.10684346079267203,False,False,False,0.20355951056729693,7,15,0.10684346079267203,0.034482758620689655,0,-0.20355951056729693,9.751797e-05
Service Quality,2026-06-22,15,14.166666666666666,0.22140372138502382,False,False,False,-0.07377049180327866,7,15,0.22140372138502382,0.05882352941176475,0,0.07377049180327866,-0.00036730687
Slow Service & Staff Negligence,2025-12-08,11,14.833333333333334,-0.8452683953536206,False,False,False,-0.09884559884559874,8,11,-0.8452683953536206,-0.25842696629213485,0,0.09884559884559874,-0.0012041066
Slow Service & Staff Negligence,2026-06-01,11,15.0,-0.8377078165833909,False,False,False,0.0754838709677419,8,11,-0.8377078165833909,-0.26666666666666666,0,-0.0754838709677419,-0.0012041066
Service Quality,2025-09-15,21,15.666666666666666,1.3740107731454527,False,False,False,-0.13396226415094326,7,21,1.3740107731454527,0.34042553191489366,0,0.13396226415094326,-0.0013915257
Food Quantity & Value for Money,2026-07-06,25,20.833333333333332,1.2817984867649652,False,False,False,0.10000000000000009,3,25,1.2817984867649652,0.20000000000000007,0,-0.10000000000000009,-0.0014970764
Food Quantity & Value for Money,2026-03-09,18,19.166666666666668,-0.29015933530138743,False,False,False,-0.022402597402597424,3,18,-0.29015933530138743,-0.06086956521739136,0,0.022402597402597424,-0.001554796
Service Quality,2025-11-17,16,15.666666666666666,0.10206207261596595,False,False,False,0.10096153846153855,7,16,0.10206207261596595,0.02127659574468089,0,-0.10096153846153855,-0.0022183578
Cleanliness & Restroom Hygiene,2026-06-01,12,9.833333333333334,0.5839527438950042,False,False,False,0.09459459459459452,2,12,0.5839527438950042,0.2203389830508474,0,-0.09459459459459452,-0.0022314203
Food Variety & Fast Service,2026-06-22,17,20.833333333333332,-0.3741544222686485,False,False,False,0.057889237199582055,4,17,-0.3741544222686485,-0.18399999999999994,0,-0.057889237199582055,-0.002346685
Service Quality,2026-06-01,17,13.5,0.900698772146212,False,False,False,0.12200435729847481,7,17,0.900698772146212,0.25925925925925924,0,-0.12200435729847481,-0.0038227797
Food Quantity & Value for Money,2026-05-18,18,20.333333333333332,-0.5183052680392037,False,False,False,0.12142857142857144,3,18,-0.5183052680392037,-0.11475409836065568,0,-0.12142857142857144,-0.004221922
Slow Service & Staff Negligence,2026-07-13,13,12.0,0.33709993123162185,False,False,False,0.13333333333333353,8,13,0.33709993123162185,0.08333333333333333,0,-0.13333333333333353,-0.004249792
Food Variety & Fast Service,2025-09-08,16,16.833333333333332,-0.28471662021420435,False,False,False,0.01978021978021971,4,16,-0.28471662021420435,-0.04950495049504944,0,-0.01978021978021971,-0.004668349
Parking & Accessibility,2025-11-03,7,10.0,-1.088214375165017,False,False,False,0.06000000000000005,5,7,-1.088214375165017,-0.3,0,-0.06000000000000005,-0.005103605
Slow Service & Staff Negligence,2026-01-19,16,13.0,1.5000000000000004,False,False,False,-0.0490196078431373,8,16,1.5000000000000004,0.23076923076923078,0,0.0490196078431373,-0.005241554
Parking & Accessibility,2025-10-27,9,11.0,-0.7905694150420944,False,False,False,-0.017045454545454586,5,9,-0.7905694150420944,-0.18181818181818182,0,0.017045454545454586,-0.009098536
Food Quantity & Value for Money,2026-03-16,22,19.5,0.5976143046671962,False,False,False,0.0777489177489179,3,22,0.5976143046671962,0.1282051282051282,0,-0.0777489177489179,-0.009454425
Service Quality,2026-07-06,22,14.833333333333334,1.4954373439032458,False,False,False,-0.04054054054054057,7,22,1.4954373439032458,0.4831460674157303,0,0.04054054054054057,-0.009852476
Food Quantity & Value for Money,2026-02-09,20,21.0,-0.3726779962499638,False,False,False,0.15419119708438456,3,20,-0.3726779962499638,-0.047619047619047616,0,-0.15419119708438456,-0.010060582
Parking & Accessibility,2025-12-29,10,10.166666666666666,-0.06711560552140212,False,False,False,0.16666666666666674,5,10,-0.06711560552140212,-0.01639344262295076,0,-0.16666666666666674,-0.010496744
Staff Courtesy & Behaviour,2026-06-15,39,14.0,1.952172023607576,False,True,False,0.015555555555555545,9,39,1.952172023607576,1.7857142857142858,0,-0.015555555555555545,-0.010896288
Staff Courtesy & Behaviour,2025-09-01,12,8.0,1.1547005383792517,False,False,False,-0.18279569892473124,9,12,1.1547005383792517,0.5,0,0.18279569892473124,-0.010924201
Service Quality,2025-08-11,20,13.666666666666666,0.8926978728963852,False,False,False,0.07792207792207773,7,20,0.8926978728963852,0.46341463414634154,0,-0.07792207792207773,-0.011112681
Staff Courtesy & Behaviour,2026-06-01,7,8.833333333333334,-0.480353924946273,False,False,False,-0.24615384615384617,9,7,-0.480353924946273,-0.20754716981132082,0,0.24615384615384617,-0.011482008
Slow Service & Staff Negligence,2026-06-22,7,11.666666666666666,-1.5851878478024382,False,False,False,-0.13490566037735863,8,7,-1.5851878478024382,-0.39999999999999997,0,0.13490566037735863,-0.011868812
Slow Service & Staff Negligence,2025-11-17,10,11.0,-0.28398091712353235,False,False,False,-0.08695652173913038,8,10,-0.28398091712353235,-0.09090909090909091,0,0.08695652173913038,-0.011928617
Food Variety & Fast Service,2026-04-06,18,17.833333333333332,0.06314460253534036,False,False,False,0.08185328185328178,4,18,0.06314460253534036,0.009345794392523431,0,-0.08185328185328178,-0.01195785
Billing & Online Ordering Issues,2026-03-23,10,9.833333333333334,0.07194430788361957,False,False,False,0.2192982456140351,1,10,0.07194430788361957,0.01694915254237282,0,-0.2192982456140351,-0.013021119
Billing & Online Ordering Issues,2026-03-02,10,9.833333333333334,0.061406343848634456,False,False,False,-0.10526315789473695,1,10,0.061406343848634456,0.01694915254237282,0,0.10526315789473695,-0.013021119
Parking & Accessibility,2026-02-02,6,7.5,-0.6918984060216609,False,False,False,0.08505747126436791,5,6,-0.6918984060216609,-0.2,0,-0.08505747126436791,-0.013823213
Parking & Accessibility,2026-03-16,9,10.166666666666666,-0.5234971031459833,False,False,False,0.20519835841313272,5,9,-0.5234971031459833,-0.11475409836065568,0,-0.20519835841313272,-0.014018386
Cleanliness & Restroom Hygiene,2025-11-10,5,8.666666666666666,-1.2455047375590547,False,False,False,0.02777777777777768,2,5,-1.2455047375590547,-0.423076923076923,0,-0.02777777777777768,-0.0149938315
Slow Service & Staff Negligence,2026-01-26,8,12.5,-1.601028150670846,False,False,False,0.0,8,8,-1.601028150670846,-0.36,0,-0.0,-0.015944017
Poor Experience & Food Hygiene Complaints,2026-06-29,4,7.5,-0.6083507495196231,False,False,False,0.10784313725490202,6,4,-0.6083507495196231,-0.4666666666666667,0,-0.10784313725490202,-0.016007615
Service Quality,2025-10-06,14,13.833333333333334,0.04094785743893926,False,False,False,0.11403508771929816,7,14,0.04094785743893926,0.012048192771084295,0,-0.11403508771929816,-0.01662424
Cleanliness & Restroom Hygiene,2026-06-29,6,8.666666666666666,-1.1009637651263688,False,False,False,0.16666666666666674,2,6,-1.1009637651263688,-0.30769230769230765,0,-0.16666666666666674,-0.016875444
Slow Service & Staff Negligence,2026-05-11,23,16.833333333333332,1.7395640581162857,False,True,False,0.030303030303030276,8,23,1.7395640581162857,0.36633663366336644,0,-0.030303030303030276,-0.016942568
Ambience & Seating,2025-09-22,15,11.166666666666666,0.8452683953536204,False,False,False,-0.039682539682539764,0,15,0.8452683953536204,0.3432835820895523,0,0.039682539682539764,-0.018305095
Food Variety & Fast Service,2025-12-15,15,17.833333333333332,-0.6247635965657181,False,False,False,-0.05555555555555536,4,15,-0.6247635965657181,-0.15887850467289713,0,0.05555555555555536,-0.01884705
Food Variety & Fast Service,2025-08-25,21,15.6,0.9730124597112036,False,False,False,-0.018546365914786866,4,21,0.9730124597112036,0.3461538461538462,0,0.018546365914786866,-0.018886574
Ambience & Seating,2025-11-24,7,9.333333333333334,-1.1866111313364203,False,False,False,0.05263157894736836,0,7,-1.1866111313364203,-0.25000000000000006,0,-0.05263157894736836,-0.02128135
Parking & Accessibility,2025-09-01,10,7.333333333333333,1.7712297710801905,False,False,False,-0.014652014652014822,5,10,1.7712297710801905,0.3636363636363637,0,0.014652014652014822,-0.022410324
Staff Courtesy & Behaviour,2025-08-11,3,5.333333333333333,-0.9271726499455306,False,False,False,0.18131868131868134,9,3,-0.9271726499455306,-0.43749999999999994,0,-0.18131868131868134,-0.02248436
Ambience & Seating,2026-06-08,13,10.166666666666666,0.9461982889345406,False,False,False,-0.058139534883721034,0,13,0.9461982889345406,0.278688524590164,0,0.058139534883721034,-0.023650575
Slow Service & Staff Negligence,2026-05-18,10,16.5,-1.5718652085716904,False,False,False,0.01727218582489587,8,10,-1.5718652085716904,-0.3939393939393939,0,-0.01727218582489587,-0.023780646
Poor Experience & Food Hygiene Complaints,2025-11-03,2,3.6666666666666665,-0.6881023532039752,False,False,False,-0.03819444444444442,6,2,-0.6881023532039752,-0.45454545454545453,0,0.03819444444444442,-0.02401774
Ambience & Seating,2025-10-20,11,12.666666666666666,-0.7404360971988643,False,False,False,0.020408163265306145,0,11,-0.7404360971988643,-0.13157894736842102,0,-0.020408163265306145,-0.024465224
Poor Experience & Food Hygiene Complaints,2026-06-15,4,7.166666666666667,-0.5324824346382147,False,False,False,0.2294117647058822,6,4,-0.5324824346382147,-0.4418604651162791,0,-0.2294117647058822,-0.024720589
Cleanliness & Restroom Hygiene,2025-08-18,3,4.75,-0.6654104630507017,False,False,False,0.25,2,3,-0.6654104630507017,-0.3684210526315789,0,-0.25,-0.02588656
Staff Courtesy & Behaviour,2026-03-23,8,9.5,-0.19781414201873612,False,False,False,-0.07189542483660127,9,8,-0.19781414201873612,-0.15789473684210525,0,0.07189542483660127,-0.027868342
Service Quality,2025-12-08,12,14.333333333333334,-0.5520202606419481,False,False,False,0.14743589743589758,7,12,-0.5520202606419481,-0.16279069767441864,0,-0.14743589743589758,-0.027896022
Cleanliness & Restroom Hygiene,2026-06-08,10,9.833333333333334,0.0449194418380771,False,False,False,0.10597826086956519,2,10,0.0449194418380771,0.01694915254237282,0,-0.10597826086956519,-0.029025774
Cleanliness & Restroom Hygiene,2026-05-25,10,9.833333333333334,0.0449194418380771,False,False,False,0.3120393120393121,2,10,0.0449194418380771,0.01694915254237282,0,-0.3120393120393121,-0.029025774
Food Variety & Fast Service,2025-08-11,20,14.0,0.914991421995628,False,False,False,0.025974025974025983,4,20,0.914991421995628,0.42857142857142855,0,-0.025974025974025983,-0.029939419
Slow Service & Staff Negligence,2025-08-11,8,9.333333333333334,-0.3202563076101744,False,False,False,-0.034782608695652195,8,8,-0.3202563076101744,-0.1428571428571429,0,0.034782608695652195,-0.03011229
Cleanliness & Restroom Hygiene,2025-10-20,7,7.666666666666667,-0.2752409412815902,False,False,False,0.02941176470588225,2,7,-0.2752409412815902,-0.08695652173913047,0,-0.02941176470588225,-0.030553967
Staff Courtesy & Behaviour,2026-04-06,11,11.5,-0.07799182688479128,False,False,False,0.06985294117647056,9,11,-0.07799182688479128,-0.043478260869565216,0,-0.06985294117647056,-0.030821467
Ambience & Seating,2026-07-13,15,11.166666666666666,1.1792546078237744,False,True,False,0.12717948717948713,0,15,1.1792546078237744,0.3432835820895523,0,-0.12717948717948713,-0.03107145
Parking & Accessibility,2026-01-26,10,7.5,1.1531640100361014,False,False,False,-0.07974137931034475,5,10,1.1531640100361014,0.3333333333333333,0,0.07974137931034475,-0.03225439
Poor Experience & Food Hygiene Complaints,2026-06-01,19,6.833333333333333,1.9797815933580232,False,True,False,0.05555555555555558,6,19,1.9797815933580232,1.780487804878049,0,-0.05555555555555558,-0.032566708
Service Quality,2026-02-09,14,18.5,-0.44754523336199714,False,False,False,0.11521739130434794,7,14,-0.44754523336199714,-0.24324324324324326,0,-0.11521739130434794,-0.032741256
Staff Courtesy & Behaviour,2026-07-27,7,8.166666666666666,-0.4186291409515005,False,False,False,0.1198156682027649,9,7,-0.4186291409515005,-0.1428571428571428,0,-0.1198156682027649,-0.034158282
Billing & Online Ordering Issues,2026-02-23,13,9.5,1.2452441171884414,False,False,False,-0.049516908212560384,1,13,1.2452441171884414,0.3684210526315789,0,0.049516908212560384,-0.035307936
Service Quality,2026-06-08,10,13.0,-0.7233642332556175,False,False,False,-0.04716981132075482,7,10,-0.7233642332556175,-0.23076923076923078,0,0.04716981132075482,-0.036365632
Ambience & Seating,2025-12-01,13,9.666666666666666,1.376204706407952,False,False,False,0.04285714285714293,0,13,1.376204706407952,0.34482758620689663,0,-0.04285714285714293,-0.03686634
Billing & Online Ordering Issues,2026-02-09,5,15.333333333333334,-0.6044366583571323,False,False,False,-0.04054054054054057,1,5,-0.6044366583571323,-0.6739130434782609,0,0.04054054054054057,-0.037919786
Slow Service & Staff Negligence,2025-08-18,15,10.75,0.9603855608722545,False,False,False,-0.006493506493506329,8,15,0.9603855608722545,0.3953488372093023,0,0.006493506493506329,-0.0387516
Cleanliness & Restroom Hygiene,2025-11-03,7,9.333333333333334,-0.9979654098963516,False,False,False,0.02499999999999991,2,7,-0.9979654098963516,-0.25000000000000006,0,-0.02499999999999991,-0.03930434
Poor Experience & Food Hygiene Complaints,2025-10-13,2,3.8333333333333335,-0.6754697823349777,False,False,False,-0.07058823529411784,6,2,-0.6754697823349777,-0.4782608695652174,0,0.07058823529411784,-0.039572395
Service Quality,2026-04-20,48,20.333333333333332,2.035928784817183,True,True,True,0.35871075298694066,7,48,2.035928784817183,1.3606557377049182,1,-0.35871075298694066,-0.04009593
Staff Courtesy & Behaviour,2026-02-23,4,9.166666666666666,-0.6470138626729927,False,False,False,0.39010989010989006,9,4,-0.6470138626729927,-0.5636363636363636,0,-0.39010989010989006,-0.04046652
Staff Courtesy & Behaviour,2026-04-27,7,7.833333333333333,-0.40824829046386407,False,False,False,-0.28125,9,7,-0.40824829046386407,-0.10638297872340423,0,0.28125,-0.04110728
Ambience & Seating,2026-06-15,9,10.833333333333334,-0.9991745768300428,False,False,False,0.04347826086956519,0,9,-0.9991745768300428,-0.16923076923076927,0,-0.04347826086956519,-0.04131756
Parking & Accessibility,2025-12-22,6,10.0,-1.581138830084188,False,False,False,-0.09583333333333344,5,6,-1.581138830084188,-0.4,0,0.09583333333333344,-0.043511074
Cleanliness & Restroom Hygiene,2025-10-06,11,8.0,1.2247448713915887,False,False,False,-0.014285714285714235,2,11,1.2247448713915887,0.375,0,0.014285714285714235,-0.043816093
Slow Service & Staff Negligence,2025-10-27,13,9.166666666666666,1.3413872400955502,False,True,False,0.15259740259740262,8,13,1.3413872400955502,0.41818181818181827,0,-0.15259740259740262,-0.04482245
Staff Courtesy & Behaviour,2026-04-20,7,8.5,-0.6396021490668328,False,False,False,-0.3398268398268398,9,7,-0.6396021490668328,-0.17647058823529413,0,0.3398268398268398,-0.04498359
Billing & Online Ordering Issues,2025-12-01,4,5.166666666666667,-0.7282190812544184,False,False,False,0.07114624505928857,1,4,-0.7282190812544184,-0.22580645161290328,0,-0.07114624505928857,-0.045998048
Food Variety & Fast Service,2026-01-12,12,15.833333333333334,-1.2022292590254229,False,False,False,0.007246376811594235,4,12,-1.2022292590254229,-0.24210526315789477,0,-0.007246376811594235,-0.047033258
Poor Experience & Food Hygiene Complaints,2025-10-06,8,3.8333333333333335,1.535158596215858,False,True,False,-0.2153846153846155,6,8,1.535158596215858,1.0869565217391302,0,0.2153846153846155,-0.048865613
Ambience & Seating,2025-12-29,15,11.166666666666666,1.3413872400955493,False,False,False,0.03535353535353525,0,15,1.3413872400955493,0.3432835820895523,0,-0.03535353535353525,-0.049165707
Staff Courtesy & Behaviour,2026-01-19,25,10.666666666666666,1.7991789288248046,False,True,False,0.08064516129032251,9,25,1.7991789288248046,1.3437500000000002,0,-0.08064516129032251,-0.04967718
Cleanliness & Restroom Hygiene,2026-05-04,3,6.833333333333333,-1.0989825099052457,False,False,False,-0.1433823529411764,2,3,-1.0989825099052457,-0.5609756097560975,0,0.1433823529411764,-0.049952473
Ambience & Seating,2025-11-03,8,10.5,-1.8136906252750298,False,False,False,0.0043604651162789665,0,8,-1.8136906252750298,-0.23809523809523808,0,-0.0043604651162789665,-0.050229892
Ambience & Seating,2026-05-18,13,8.833333333333334,1.361432850668808,False,False,False,0.0625,0,13,1.361432850668808,0.47169811320754707,0,-0.0625,-0.050314296
Ambience & Seating,2025-09-08,14,9.666666666666666,1.3268069440075547,False,False,False,0.1958333333333333,0,14,1.3268069440075547,0.4482758620689656,0,-0.1958333333333333,-0.050314296
Food Quantity & Value for Money,2025-09-29,19,21.5,-1.0292337119907722,False,False,False,-0.018191546281433935,3,19,-1.0292337119907722,-0.11627906976744186,0,0.018191546281433935,-0.050508484
Parking & Accessibility,2025-09-08,11,7.833333333333333,1.481844710811034,False,False,False,0.01724137931034475,5,11,1.481844710811034,0.4042553191489362,0,-0.01724137931034475,-0.051331382
Parking & Accessibility,2025-09-22,13,9.333333333333334,1.4200938936093856,False,False,False,0.0064102564102563875,5,13,1.4200938936093856,0.3928571428571428,0,-0.0064102564102563875,-0.05175544
Cleanliness & Restroom Hygiene,2026-04-27,10,7.0,0.9128709291752803,False,False,False,-0.07967032967032961,2,10,0.9128709291752803,0.42857142857142855,0,0.07967032967032961,-0.051793244
Staff Courtesy & Behaviour,2026-05-25,5,8.833333333333334,-1.004376388524025,False,False,False,-0.07113821138211374,9,5,-1.004376388524025,-0.4339622641509434,0,0.07113821138211374,-0.052493185
Slow Service & Staff Negligence,2025-08-25,18,12.2,1.155387655689914,False,False,False,0.018604651162790864,8,18,1.155387655689914,0.47540983606557385,0,-0.018604651162790864,-0.05367576
Food Variety & Fast Service,2026-03-30,14,17.333333333333332,-1.1593472394004154,False,False,False,-0.07791666666666663,4,14,-1.1593472394004154,-0.19230769230769226,0,0.07791666666666663,-0.054728188
Poor Experience & Food Hygiene Complaints,2025-10-20,3,3.6666666666666665,-0.24397501823713322,False,False,False,0.11538461538461542,6,3,-0.24397501823713322,-0.1818181818181818,0,-0.11538461538461542,-0.055935368
Staff Courtesy & Behaviour,2025-12-29,5,6.5,-0.5976143046671971,False,False,False,0.1389473684210527,9,5,-0.5976143046671971,-0.23076923076923078,0,-0.1389473684210527,-0.05655443
Ambience & Seating,2026-03-16,7,12.5,-1.9090778698767106,False,False,False,0.0535714285714286,0,7,-1.9090778698767106,-0.44,0,-0.0535714285714286,-0.05667472
Service Quality,2026-01-26,19,13.333333333333334,1.4408849451942223,False,False,False,0.06983805668016196,7,19,1.4408849451942223,0.42499999999999993,0,-0.06983805668016196,-0.05941835
Parking & Accessibility,2026-02-16,13,8.666666666666666,1.6301020533704345,False,False,False,0.05575757575757567,5,13,1.6301020533704345,0.5000000000000001,0,-0.05575757575757567,-0.060522076
Food Variety & Fast Service,2026-02-02,22,15.166666666666666,1.585862888504876,False,False,False,0.058139534883721034,4,22,1.585862888504876,0.4505494505494506,0,-0.058139534883721034,-0.06085211
Cleanliness & Restroom Hygiene,2025-09-01,9,6.166666666666667,0.94619828893454,False,False,False,0.05128205128205132,2,9,0.94619828893454,0.4594594594594594,0,-0.05128205128205132,-0.06266644
Food Quantity & Value for Money,2026-02-23,12,20.166666666666668,-1.7835288314854327,False,False,False,-0.07831325301204828,3,12,-1.7835288314854327,-0.40495867768595045,0,0.07831325301204828,-0.06297041
Cleanliness & Restroom Hygiene,2026-01-12,11,7.333333333333333,1.1443442705426636,False,False,False,-0.25708502024291513,2,11,1.1443442705426636,0.5000000000000001,0,0.25708502024291513,-0.06349984
Staff Courtesy & Behaviour,2026-01-05,14,7.333333333333333,1.6951587590520263,False,False,False,0.04173913043478272,9,14,1.6951587590520263,0.9090909090909092,0,-0.04173913043478272,-0.06423449
Ambience & Seating,2026-04-06,17,11.666666666666666,1.276126454445392,False,True,False,0.04410256410256408,0,17,1.276126454445392,0.45714285714285724,0,-0.04410256410256408,-0.06500875
Food Variety & Fast Service,2026-02-09,21,16.166666666666668,0.983192080250173,False,False,False,0.07735321528424977,4,21,0.983192080250173,0.29896907216494834,0,-0.07735321528424977,-0.06664696
Service Quality,2025-12-15,21,14.166666666666666,1.7663227523106773,False,False,False,0.20392156862745114,7,21,1.7663227523106773,0.48235294117647065,0,-0.20392156862745114,-0.06786026
Ambience & Seating,2025-09-15,16,10.333333333333334,1.3716816017817932,False,False,False,0.11290322580645151,0,16,1.3716816017817932,0.5483870967741935,0,-0.11290322580645151,-0.06796603
Slow Service & Staff Negligence,2026-03-30,18,12.333333333333334,1.673435865786085,False,False,False,0.15555555555555567,8,18,1.673435865786085,0.4594594594594594,0,-0.15555555555555567,-0.06811979
Billing & Online Ordering Issues,2025-10-06,11,8.333333333333334,0.7377111135633174,False,False,False,0.101010101010101,1,11,0.7377111135633174,0.3199999999999999,0,-0.101010101010101,-0.06865012
Food Quantity & Value for Money,2026-01-12,19,22.333333333333332,-0.882505637022758,False,False,False,0.12323232323232314,3,19,-0.882505637022758,-0.14925373134328354,0,-0.12323232323232314,-0.06878633
Parking & Accessibility,2025-08-11,6,7.0,-1.0,False,False,False,0.2923076923076924,5,6,-1.0,-0.14285714285714285,0,-0.2923076923076924,-0.06956016
Poor Experience & Food Hygiene Complaints,2025-09-08,4,4.333333333333333,-0.16137430609197553,False,False,False,0.1705882352941177,6,4,-0.16137430609197553,-0.07692307692307686,0,-0.1705882352941177,-0.06991818
Slow Service & Staff Negligence,2026-03-16,10,10.333333333333334,-0.3227486121839541,False,False,False,0.20465116279069773,8,10,-0.3227486121839541,-0.03225806451612909,0,-0.20465116279069773,-0.070104554
Parking & Accessibility,2026-07-20,4,8.333333333333334,-1.9251338527170458,False,True,False,-0.045454545454545414,5,4,-1.9251338527170458,-0.52,0,0.045454545454545414,-0.07023467
Slow Service & Staff Negligence,2026-07-20,17,12.5,1.2627304498492078,False,False,False,0.18040873854827333,8,17,1.2627304498492078,0.36,0,-0.18040873854827333,-0.07210899
Food Quantity & Value for Money,2026-05-11,13,20.833333333333332,-1.7986683872225815,False,False,False,0.06487061325770993,3,13,-1.7986683872225815,-0.37599999999999995,0,-0.06487061325770993,-0.073051035
Ambience & Seating,2025-10-13,11,13.166666666666666,-1.0138937495022844,False,False,False,-0.11111111111111116,0,11,-1.0138937495022844,-0.16455696202531642,0,0.11111111111111116,-0.0740813
Poor Experience & Food Hygiene Complaints,2026-07-13,5,4.833333333333333,0.22140372138502043,False,False,False,0.03007518796992481,6,5,0.22140372138502043,0.03448275862068972,0,-0.03007518796992481,-0.07430291
Staff Courtesy & Behaviour,2025-08-18,11,6.75,1.2142857142857142,False,True,False,0.1625000000000001,9,11,1.2142857142857142,0.6296296296296297,0,-0.1625000000000001,-0.0744579
Cleanliness & Restroom Hygiene,2025-10-27,13,9.0,1.4142135623730947,False,False,False,0.05555555555555558,2,13,1.4142135623730947,0.4444444444444444,0,-0.05555555555555558,-0.07540743
Staff Courtesy & Behaviour,2025-11-17,6,8.166666666666666,-1.2579336245387989,False,False,False,0.07291666666666674,9,6,-1.2579336245387989,-0.26530612244897955,0,-0.07291666666666674,-0.0764985
Food Quantity & Value for Money,2025-08-11,25,17.0,0.8728715609439696,False,False,False,-0.1200000000000001,3,25,0.8728715609439696,0.47058823529411764,0,0.1200000000000001,-0.077289574
Food Quantity & Value for Money,2025-09-15,20,22.333333333333332,-1.0801234497346412,False,False,False,0.0385930630190523,3,20,-1.0801234497346412,-0.10447761194029846,0,-0.0385930630190523,-0.07980597
Poor Experience & Food Hygiene Complaints,2026-01-19,5,4.0,0.4385290096535121,False,False,False,0.10407239819004532,6,5,0.4385290096535121,0.25,0,-0.10407239819004532,-0.0808591
Food Quantity & Value for Money,2025-10-27,41,26.333333333333332,1.9347435985051575,False,True,False,-0.0408935326968114,3,41,1.9347435985051575,0.5569620253164558,0,0.0408935326968114,-0.081166424
Slow Service & Staff Negligence,2025-11-03,15,10.166666666666666,1.3026638133042356,False,False,False,0.18131868131868134,8,15,1.3026638133042356,0.47540983606557385,0,-0.18131868131868134,-0.08245175
Ambience & Seating,2026-05-04,5,9.166666666666666,-0.9567385038418029,False,False,False,0.19523809523809543,0,5,-0.9567385038418029,-0.45454545454545453,0,-0.19523809523809543,-0.08275652
Poor Experience & Food Hygiene Complaints,2026-06-22,6,7.333333333333333,-0.226455406828919,False,False,False,0.15714285714285703,6,6,-0.226455406828919,-0.1818181818181818,0,-0.15714285714285703,-0.083290994
Parking & Accessibility,2026-06-08,14,9.0,1.581138830084188,False,True,False,0.19905956112852663,5,14,1.581138830084188,0.5555555555555556,0,-0.19905956112852663,-0.08377156
Slow Service & Staff Negligence,2026-07-27,16,12.666666666666666,0.8951435925492924,False,False,False,0.1285377358490567,8,16,0.8951435925492924,0.26315789473684215,0,-0.1285377358490567,-0.08462625
Poor Experience & Food Hygiene Complaints,2025-08-11,8,4.666666666666667,0.9491579957524989,False,False,False,0.12121212121212133,6,8,0.9491579957524989,0.7142857142857142,0,-0.12121212121212133,-0.08464011
Poor Experience & Food Hygiene Complaints,2025-12-08,3,9.0,-0.5710402407201607,False,False,False,0.19090909090909092,6,3,-0.5710402407201607,-0.6666666666666666,0,-0.19090909090909092,-0.0853419
Billing & Online Ordering Issues,2025-09-22,14,8.166666666666666,1.672364688986238,False,False,False,-0.025454545454545396,1,14,1.672364688986238,0.7142857142857144,0,0.025454545454545396,-0.08550502
Billing & Online Ordering Issues,2025-08-18,10,7.75,0.7027819284987273,False,False,False,0.039682539682539764,1,10,0.7027819284987273,0.2903225806451613,0,-0.039682539682539764,-0.08778618
Service Quality,2026-02-16,9,17.166666666666668,-0.7564106603075975,False,False,False,0.21180555555555558,7,9,-0.7564106603075975,-0.47572815533980584,0,-0.21180555555555558,-0.08839946
Food Quantity & Value for Money,2025-08-18,25,19.0,0.7071067811865476,False,False,False,0.02941176470588225,3,25,0.7071067811865476,0.3157894736842105,0,-0.02941176470588225,-0.090133764
Billing & Online Ordering Issues,2025-12-22,13,7.5,1.4752148971610053,False,False,False,-0.1142857142857141,1,13,1.4752148971610053,0.7333333333333333,0,0.1142857142857141,-0.090752706
Cleanliness & Restroom Hygiene,2025-11-17,47,14.666666666666666,2.0119459104518853,True,True,True,-0.009803921568627416,2,47,2.0119459104518853,2.2045454545454546,1,0.009803921568627416,-0.09287489
Cleanliness & Restroom Hygiene,2026-06-15,6,10.333333333333334,-1.63010205337045,False,False,False,0.0,2,6,-1.63010205337045,-0.41935483870967744,0,-0.0,-0.09345734
Poor Experience & Food Hygiene Complaints,2025-12-22,3,8.666666666666666,-0.5301123076594344,False,False,False,0.32631578947368434,6,3,-0.5301123076594344,-0.6538461538461539,0,-0.32631578947368434,-0.09369165
Cleanliness & Restroom Hygiene,2026-05-11,14,8.166666666666666,1.2989718332941125,False,True,False,-0.09543010752688175,2,14,1.2989718332941125,0.7142857142857144,0,0.09543010752688175,-0.093872376
Service Quality,2025-11-10,13,15.333333333333334,-0.7014042140491773,False,False,False,0.12095490716180368,7,13,-0.7014042140491773,-0.1521739130434783,0,-0.12095490716180368,-0.09624106
Staff Courtesy & Behaviour,2025-10-27,7,7.166666666666667,-0.06711560552140258,False,False,False,0.16666666666666674,9,7,-0.06711560552140258,-0.023255813953488413,0,-0.16666666666666674,-0.09814629
Food Quantity & Value for Money,2026-07-27,17,22.166666666666668,-1.0688384334250514,False,False,False,0.23165554881746497,3,17,-1.0688384334250514,-0.23308270676691734,0,-0.23165554881746497,-0.098249175
Poor Experience & Food Hygiene Complaints,2026-02-23,4,4.5,-0.24112141108520446,False,False,False,-0.6111111111111109,6,4,-0.24112141108520446,-0.1111111111111111,0,0.6111111111111109,-0.09907778
Staff Courtesy & Behaviour,2026-05-18,16,8.833333333333334,1.8777471611536118,False,True,False,0.1651785714285714,9,16,1.8777471611536118,0.8113207547169811,0,-0.1651785714285714,-0.099222645
